Offene Stellen,Wirtschaftsabteilung,Quartal,job_vacancies
Job vacancies - total,24-25 Manufacture of metal products,2016Q1,881.0
Job vacancies - total,24-25 Manufacture of metal products,2016Q2,955.0
Job vacancies - total,24-25 Manufacture of metal products,2016Q3,991.0
Job vacancies - total,24-25 Manufacture of metal products,2016Q4,1083.0
Job vacancies - total,24-25 Manufacture of metal products,2017Q1,1404.0
Job vacancies - total,24-25 Manufacture of metal products,2017Q2,1478.0
Job vacancies - total,24-25 Manufacture of metal products,2017Q3,1536.0
Job vacancies - total,24-25 Manufacture of metal products,2017Q4,1412.0
Job vacancies - total,24-25 Manufacture of metal products,2018Q1,1552.0
Job vacancies - total,24-25 Manufacture of metal products,2018Q2,1587.0
Job vacancies - total,24-25 Manufacture of metal products,2018Q3,1547.0
Job vacancies - total,24-25 Manufacture of metal products,2018Q4,1909.0
Job vacancies - total,24-25 Manufacture of metal products,2019Q1,1625.0
Job vacancies - total,24-25 Manufacture of metal products,2019Q2,1934.0
Job vacancies - total,24-25 Manufacture of metal products,2019Q3,1590.0
Job vacancies - total,24-25 Manufacture of metal products,2019Q4,1458.0
Job vacancies - total,24-25 Manufacture of metal products,2020Q1,896.0
Job vacancies - total,24-25 Manufacture of metal products,2020Q2,859.0
Job vacancies - total,24-25 Manufacture of metal products,2020Q3,1026.0
Job vacancies - total,24-25 Manufacture of metal products,2020Q4,1177.0
Job vacancies - total,24-25 Manufacture of metal products,2021Q1,1224.0
Job vacancies - total,24-25 Manufacture of metal products,2021Q2,1720.0
Job vacancies - total,24-25 Manufacture of metal products,2021Q3,1815.0
Job vacancies - total,24-25 Manufacture of metal products,2021Q4,1944.0
Job vacancies - total,24-25 Manufacture of metal products,2022Q1,2360.0
Job vacancies - total,24-25 Manufacture of metal products,2022Q2,2470.0
Job vacancies - total,24-25 Manufacture of metal products,2022Q3,2636.0
Job vacancies - total,24-25 Manufacture of metal products,2022Q4,2686.0
Job vacancies - total,24-25 Manufacture of metal products,2023Q1,2441.0
Job vacancies - total,24-25 Manufacture of metal products,2023Q2,2504.0
Job vacancies - total,24-25 Manufacture of metal products,2023Q3,2865.0
Job vacancies - total,24-25 Manufacture of metal products,2023Q4,1948.0
Job vacancies - total,24-25 Manufacture of metal products,2024Q1,1987.0
Job vacancies - total,24-25 Manufacture of metal products,2024Q2,1992.0
Job vacancies - total,24-25 Manufacture of metal products,2024Q3,1792.0
Job vacancies - total,24-25 Manufacture of metal products,2024Q4,1493.0
Job vacancies - total,24-25 Manufacture of metal products,2025Q1,1684.0
Job vacancies - total,24-25 Manufacture of metal products,2025Q2,1672.0
Job vacancies - total,24-25 Manufacture of metal products,2025Q3,1665.0
Job vacancies - total,24-25 Manufacture of metal products,2025Q4,1540.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1992Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1992Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1992Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1993Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1993Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1993Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1993Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1994Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1994Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1994Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1994Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1995Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1995Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1995Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1995Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1996Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1996Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1996Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1996Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1997Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1997Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1997Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1997Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1998Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1998Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1998Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1998Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1999Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1999Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1999Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",1999Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2000Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2000Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2000Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2000Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2001Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2001Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2001Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2001Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2002Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2002Q2,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2002Q3,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2002Q4,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2003Q1,
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2003Q2,611.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2003Q3,547.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2003Q4,613.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2004Q1,914.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2004Q2,1068.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2004Q3,900.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2004Q4,915.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2005Q1,944.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2005Q2,999.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2005Q3,1169.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2005Q4,1570.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2006Q1,1881.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2006Q2,1833.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2006Q3,1779.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2006Q4,1897.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2007Q1,2233.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2007Q2,2569.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2007Q3,2627.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2007Q4,2701.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2008Q1,2855.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2008Q2,2939.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2008Q3,2685.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2008Q4,1580.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2009Q1,1020.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2009Q2,979.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2009Q3,881.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2009Q4,1198.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2010Q1,1551.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2010Q2,2103.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2010Q3,2172.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2010Q4,2572.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2011Q1,3151.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2011Q2,3173.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2011Q3,2633.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2011Q4,2747.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2012Q1,2636.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2012Q2,2502.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2012Q3,2139.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2012Q4,1938.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2013Q1,2048.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2013Q2,2166.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2013Q3,2270.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2013Q4,2044.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2014Q1,2155.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2014Q2,2367.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2014Q3,2001.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2014Q4,2008.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2015Q1,1809.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2015Q2,1618.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2015Q3,1450.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2015Q4,1396.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2016Q1,1762.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2016Q2,1597.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2016Q3,1402.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2016Q4,1409.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2017Q1,1870.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2017Q2,2001.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2017Q3,2091.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2017Q4,2605.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2018Q1,3228.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2018Q2,3359.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2018Q3,2907.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2018Q4,2953.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2019Q1,3109.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2019Q2,2939.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2019Q3,2472.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2019Q4,2333.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2020Q1,1906.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2020Q2,1843.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2020Q3,2679.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2020Q4,1717.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2021Q1,2341.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2021Q2,2800.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2021Q3,3108.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2021Q4,3252.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2022Q1,4099.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2022Q2,4199.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2022Q3,4056.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2022Q4,4051.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2023Q1,5477.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2023Q2,4909.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2023Q3,3684.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2023Q4,3734.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2024Q1,2830.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2024Q2,2375.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2024Q3,2505.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2024Q4,2190.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2025Q1,2303.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2025Q2,2090.0
Job vacancies - total,"26 Manufacture of computer, electronic and optical products, watches and clocks",2025Q3,1999.0
